"Work_Year","Field","Job_Title","Experience_Level","Work_Time_Arrangement","Work_Office_Arrangement","Company_Size","Continent","Country","Company_Location_Code3","Salary_USD"
2024,"Data Science","Applied Scientist","Mid","Full-time","In-Person","L","Americas","United States","USA",222200
2024,"Data Science","Applied Scientist","Mid","Full-time","In-Person","L","Americas","United States","USA",136000
2024,"Data Engineering","Data Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",208300
2024,"Data Engineering","Data Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",190237
2024,"Data Engineering","Data Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",110004
2024,"Data Engineering","Data Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",110004
2024,"Data Engineering","Data Engineer","Senior","Full-time","Remote","M","Americas","United States","USA",220000
2024,"Data Engineering","Data Engineer","Senior","Full-time","Remote","M","Americas","United States","USA",112000
2024,"Data Science","Research Scientist","Mid","Full-time","In-Person","M","Americas","United States","USA",205700
2024,"Data Science","Research Scientist","Mid","Full-time","In-Person","M","Americas","United States","USA",187000
2024,"Data Science","Research Scientist","Senior","Full-time","In-Person","M","Americas","United States","USA",245400
2024,"Data Science","Research Scientist","Senior","Full-time","In-Person","M","Americas","United States","USA",135800
2024,"Data Science","Research Scientist","Mid","Full-time","In-Person","M","Americas","United States","USA",173000
2024,"Data Science","Research Scientist","Mid","Full-time","In-Person","M","Americas","United States","USA",117000
2024,"Data Engineering","Data Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",196900
2024,"Data Engineering","Data Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",175457
2024,"Data Engineering","Data Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",235400
2024,"Data Engineering","Data Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",209720
2024,"Data Engineering","Data Specialist","Entry","Full-time","In-Person","M","Americas","United States","USA",56000
2024,"Data Engineering","Data Specialist","Entry","Full-time","In-Person","M","Americas","United States","USA",56000
2024,"Data Science","Data Scientist","Mid","Full-time","In-Person","M","Americas","United States","USA",196900
2024,"Data Science","Data Scientist","Mid","Full-time","In-Person","M","Americas","United States","USA",175420
2024,"Data Science","Data Scientist","Senior","Full-time","In-Person","M","Americas","United States","USA",235400
2024,"Data Science","Data Scientist","Senior","Full-time","In-Person","M","Americas","United States","USA",219539
2024,"Data Analysis","Data Analyst","Entry","Full-time","In-Person","M","Americas","United States","USA",74000
2024,"Data Analysis","Data Analyst","Entry","Full-time","In-Person","M","Americas","United States","USA",60000
2024,"Data Science","Data Scientist","Mid","Full-time","In-Person","M","Americas","United States","USA",220000
2024,"Data Science","Data Scientist","Mid","Full-time","In-Person","M","Americas","United States","USA",96600
2024,"Data Engineering","Data Engineer","Mid","Full-time","Remote","M","Americas","United States","USA",135000
2024,"Data Engineering","Data Engineer","Mid","Full-time","Remote","M","Americas","United States","USA",115000
2024,"Data Engineering","Analytics Engineer","Senior","Full-time","Remote","M","Americas","United States","USA",190000
2024,"Data Engineering","Analytics Engineer","Senior","Full-time","Remote","M","Americas","United States","USA",160000
2024,"Data Engineering","Analytics Engineer","Senior","Full-time","Remote","M","Americas","United States","USA",155800
2024,"Data Engineering","Analytics Engineer","Senior","Full-time","Remote","M","Americas","United States","USA",155800
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",240000
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",120000
2024,"Data Science","Applied Scientist","Senior","Full-time","In-Person","M","Americas","United States","USA",291900
2024,"Data Science","Applied Scientist","Senior","Full-time","In-Person","M","Americas","United States","USA",139300
2024,"Machine Learning","Machine Learning Specialist","Senior","Full-time","Remote","L","Americas","United States","USA",160000
2024,"Data Science","Data Scientist","Entry","Full-time","In-Person","M","Americas","United States","USA",208800
2024,"Data Science","Data Scientist","Entry","Full-time","In-Person","M","Americas","United States","USA",98300
2024,"Data Science","Data Scientist","Senior","Full-time","Remote","M","Americas","United States","USA",140000
2024,"Data Science","Data Scientist","Senior","Full-time","Remote","M","Americas","United States","USA",99000
2024,"Data Science","Research Scientist","Mid","Full-time","In-Person","M","Americas","United States","USA",251000
2024,"Data Science","Research Scientist","Mid","Full-time","In-Person","M","Americas","United States","USA",177000
2024,"Business Intelligence","Business Intelligence Analyst","Entry","Full-time","In-Person","M","Americas","United States","USA",104000
2024,"Business Intelligence","Business Intelligence Analyst","Entry","Full-time","In-Person","M","Americas","United States","USA",76000
2024,"Business Intelligence","Business Intelligence Analyst","Entry","Full-time","In-Person","M","Americas","United States","USA",85200
2024,"Business Intelligence","Business Intelligence Analyst","Entry","Full-time","In-Person","M","Americas","United States","USA",61650
2024,"Business Intelligence","Business Intelligence Analyst","Entry","Full-time","In-Person","M","Europe","United Kingdom","GBR",56250
2024,"Business Intelligence","Business Intelligence Analyst","Entry","Full-time","In-Person","M","Europe","United Kingdom","GBR",43750
2024,"Business Intelligence","Business Intelligence Analyst","Senior","Full-time","In-Person","M","Americas","Canada","CAN",139803
2024,"Business Intelligence","Business Intelligence Analyst","Senior","Full-time","In-Person","M","Americas","Canada","CAN",103331
2024,"Data Engineering","Data Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",235400
2024,"Data Engineering","Data Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",211980
2024,"Machine Learning","Machine Learning Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",256500
2024,"Machine Learning","Machine Learning Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",170700
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",309000
2024,"Machine Learning","Machine Learning Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",142000
2024,"Data Engineering","Data Specialist","Entry","Full-time","In-Person","M","Europe","United Kingdom","GBR",60000
2024,"Data Engineering","Data Specialist","Entry","Full-time","In-Person","M","Europe","United Kingdom","GBR",50000
2024,"Data Analysis","Data Analyst","Entry","Full-time","In-Person","M","Americas","United States","USA",140000
2024,"Data Analysis","Data Analyst","Entry","Full-time","In-Person","M","Americas","United States","USA",60000
2024,"Data Analysis","Data Analyst","Entry","Full-time","In-Person","M","Americas","United States","USA",80000
2024,"Data Analysis","Data Analyst","Entry","Full-time","In-Person","M","Americas","United States","USA",80000
2024,"Data Analysis","Data Analyst","Entry","Full-time","In-Person","M","Americas","United States","USA",100000
2024,"Data Analysis","Data Analyst","Entry","Full-time","In-Person","M","Americas","United States","USA",50000
2024,"Business Intelligence","BI Developer","Mid","Full-time","In-Person","M","Americas","United States","USA",100000
2024,"Business Intelligence","BI Developer","Mid","Full-time","In-Person","M","Americas","United States","USA",100000
2024,"Data Science","Data Scientist","Mid","Full-time","In-Person","M","Americas","United States","USA",149000
2024,"Data Science","Data Scientist","Mid","Full-time","In-Person","M","Americas","United States","USA",115000
2024,"Data Engineering","Data Management Specialist","Senior","Full-time","Remote","M","Americas","United States","USA",163000
2024,"Data Engineering","Data Management Specialist","Senior","Full-time","Remote","M","Americas","United States","USA",77000
2024,"Data Engineering","Data Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",161000
2024,"Data Engineering","Data Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",119000
2024,"Data Engineering","Data Engineer","Entry","Full-time","In-Person","M","Americas","United States","USA",158100
2024,"Data Engineering","Data Engineer","Entry","Full-time","In-Person","M","Americas","United States","USA",138500
2024,"Data Science","Research Scientist","Mid","Full-time","In-Person","M","Americas","United States","USA",200200
2024,"Data Science","Research Scientist","Mid","Full-time","In-Person","M","Americas","United States","USA",177492
2024,"Data Science","Research Scientist","Senior","Full-time","In-Person","M","Americas","United States","USA",253000
2024,"Data Science","Research Scientist","Senior","Full-time","In-Person","M","Americas","United States","USA",160000
2024,"Data Science","Research Scientist","Senior","Full-time","In-Person","M","Americas","United States","USA",252000
2024,"Data Science","Research Scientist","Senior","Full-time","In-Person","M","Americas","United States","USA",143000
2024,"Research & Development   (general)","Robotics Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",157550
2024,"Research & Development   (general)","Robotics Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",77350
2024,"Machine Learning","Machine Learning Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",333000
2024,"Machine Learning","Machine Learning Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",189000
2024,"Artificial Intelligence   (general)","AI Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",220000
2024,"Artificial Intelligence   (general)","AI Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",96600
2024,"Data Engineering","Data Product Manager","Senior","Full-time","In-Person","M","Americas","United States","USA",192840
2024,"Data Engineering","Data Product Manager","Senior","Full-time","In-Person","M","Americas","United States","USA",115704
2024,"Data Engineering","Data Specialist","Mid","Full-time","Remote","M","Americas","United States","USA",163000
2024,"Data Engineering","Data Specialist","Mid","Full-time","Remote","M","Americas","United States","USA",77000
2024,"Business Intelligence","Business Intelligence Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",189000
2024,"Business Intelligence","Business Intelligence Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",107000
2024,"Data Engineering","Data Product Manager","Mid","Full-time","In-Person","M","Americas","United States","USA",196225
2024,"Data Engineering","Data Product Manager","Mid","Full-time","In-Person","M","Americas","United States","USA",108550
2024,"Data Analysis","Data Analyst","Entry","Full-time","In-Person","M","Americas","United States","USA",210100
2024,"Data Analysis","Data Analyst","Entry","Full-time","In-Person","M","Americas","United States","USA",95500
2024,"Data Analysis","Data Analyst","Mid","Full-time","In-Person","M","Americas","United States","USA",111700
2024,"Data Analysis","Data Analyst","Mid","Full-time","In-Person","M","Americas","United States","USA",69800
2024,"Machine Learning","NLP Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",166200
2024,"Machine Learning","NLP Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",92100
2024,"Data Science","Data Scientist","Mid","Full-time","In-Person","M","Americas","United States","USA",129800
2024,"Data Science","Data Scientist","Mid","Full-time","In-Person","M","Americas","United States","USA",72100
2024,"Data Science","Data Scientist","Senior","Full-time","In-Person","M","Americas","United States","USA",323400
2024,"Data Science","Data Scientist","Senior","Full-time","In-Person","M","Americas","United States","USA",185800
2024,"Data Engineering","Data Lead","Mid","Full-time","Remote","M","Americas","United States","USA",216000
2024,"Data Engineering","Data Lead","Mid","Full-time","Remote","M","Americas","United States","USA",144000
2024,"Data Analysis","Data Analyst","Entry","Full-time","Remote","M","Asia","India","IND",20000
2024,"Data Engineering","Analytics Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",140000
2024,"Data Engineering","Analytics Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",120000
2024,"Data Analysis","Data Reporting Analyst","Entry","Full-time","In-Person","M","Americas","United States","USA",58000
2024,"Data Analysis","Data Reporting Analyst","Entry","Full-time","In-Person","M","Americas","United States","USA",42000
2024,"Machine Learning","Machine Learning Researcher","Senior","Full-time","In-Person","M","Americas","United States","USA",300200
2024,"Machine Learning","Machine Learning Researcher","Senior","Full-time","In-Person","M","Americas","United States","USA",170700
2024,"Business Intelligence","Business Intelligence Analyst","Mid","Contract","In-Person","M","Americas","United States","USA",140000
2024,"Business Intelligence","Business Intelligence Analyst","Mid","Contract","In-Person","M","Americas","United States","USA",120000
2024,"Business Intelligence","Business Intelligence","Executive","Full-time","In-Person","M","Americas","United States","USA",185000
2024,"Business Intelligence","Business Intelligence","Executive","Full-time","In-Person","M","Americas","United States","USA",110000
2024,"Data Engineering","Data Manager","Senior","Full-time","Remote","M","Americas","United States","USA",169680
2024,"Data Engineering","Data Manager","Senior","Full-time","Remote","M","Americas","United States","USA",113120
2024,"Data Science","Research Engineer","Senior","Full-time","Remote","M","Americas","United States","USA",176700
2024,"Data Science","Research Engineer","Senior","Full-time","Remote","M","Americas","United States","USA",144600
2024,"Data Science","Applied Scientist","Senior","Full-time","In-Person","M","Americas","United States","USA",250200
2024,"Data Science","Applied Scientist","Senior","Full-time","In-Person","M","Americas","United States","USA",117200
2024,"Data Science","Applied Scientist","Senior","Full-time","In-Person","M","Americas","Canada","CAN",253000
2024,"Data Science","Applied Scientist","Senior","Full-time","In-Person","M","Americas","Canada","CAN",135800
2024,"Data Science","Applied Scientist","Mid","Full-time","In-Person","M","Americas","United States","USA",284900
2024,"Data Science","Applied Scientist","Mid","Full-time","In-Person","M","Americas","United States","USA",161700
2024,"Data Science","Data Scientist","Mid","Full-time","In-Person","M","Americas","United States","USA",235400
2024,"Data Science","Data Scientist","Mid","Full-time","In-Person","M","Americas","United States","USA",209720
2024,"Data Science","Data Scientist","Mid","Full-time","Remote","M","Americas","United States","USA",235400
2024,"Data Science","Data Scientist","Mid","Full-time","Remote","M","Americas","United States","USA",209720
2024,"Data Science","Data Scientist","Mid","Full-time","In-Person","M","Americas","United States","USA",279400
2024,"Data Science","Data Scientist","Mid","Full-time","In-Person","M","Americas","United States","USA",248920
2024,"Data Science","Data Scientist","Mid","Full-time","In-Person","M","Americas","United States","USA",256500
2024,"Data Science","Data Scientist","Mid","Full-time","In-Person","M","Americas","United States","USA",138900
2024,"Data Science","Data Scientist","Senior","Full-time","In-Person","M","Americas","United States","USA",185400
2024,"Data Science","Data Scientist","Senior","Full-time","In-Person","M","Americas","United States","USA",92700
2024,"Data Science","Data Scientist","Mid","Full-time","In-Person","M","Americas","United States","USA",196900
2024,"Data Science","Data Scientist","Mid","Full-time","In-Person","M","Americas","United States","USA",166698
2024,"Data Engineering","Data Architect","Senior","Full-time","In-Person","M","Americas","United States","USA",180000
2024,"Data Engineering","Data Architect","Senior","Full-time","In-Person","M","Americas","United States","USA",155000
2024,"Machine Learning","Machine Learning Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",290180
2024,"Machine Learning","Machine Learning Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",254245
2024,"Machine Learning","Machine Learning Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",240240
2024,"Machine Learning","Machine Learning Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",217476
2024,"Data Engineering","Data Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",235400
2024,"Data Engineering","Data Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",199369
2024,"Data Engineering","Data Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",234000
2024,"Data Engineering","Data Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",146000
2024,"Data Engineering","Data Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",267800
2024,"Data Engineering","Data Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",118450
2024,"Data Engineering","Data Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",150000
2024,"Data Engineering","Data Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",125000
2024,"Data Analysis","Data Analyst","Mid","Full-time","In-Person","M","Americas","United States","USA",115000
2024,"Data Analysis","Data Analyst","Mid","Full-time","In-Person","M","Americas","United States","USA",100000
2024,"Data Analysis","Data Analyst","Entry","Full-time","In-Person","M","Americas","United States","USA",65000
2024,"Data Analysis","Data Analyst","Entry","Full-time","In-Person","M","Americas","United States","USA",55000
2024,"Data Analysis","Data Analyst","Entry","Full-time","In-Person","M","Americas","United States","USA",83300
2024,"Data Analysis","Data Analyst","Entry","Full-time","In-Person","M","Americas","United States","USA",47500
2024,"Data Science","Research Scientist","Mid","Full-time","In-Person","M","Americas","United States","USA",235400
2024,"Data Science","Research Scientist","Mid","Full-time","In-Person","M","Americas","United States","USA",212383
2024,"Data Science","Research Scientist","Mid","Full-time","In-Person","M","Americas","United States","USA",200000
2024,"Data Science","Research Scientist","Mid","Full-time","In-Person","M","Americas","United States","USA",136000
2024,"Data Science","Research Scientist","Mid","Full-time","In-Person","M","Americas","United States","USA",134991
2024,"Data Science","Research Scientist","Mid","Full-time","In-Person","M","Americas","United States","USA",63150
2024,"Data Science","Research Scientist","Mid","Full-time","In-Person","M","Americas","United States","USA",240240
2024,"Data Science","Research Scientist","Mid","Full-time","In-Person","M","Americas","United States","USA",203350
2024,"Data Science","Research Scientist","Mid","Full-time","Remote","M","Americas","United States","USA",137000
2024,"Data Science","Research Scientist","Mid","Full-time","Remote","M","Americas","United States","USA",99200
2024,"Business Intelligence","Business Intelligence Analyst","Entry","Full-time","In-Person","M","Americas","United States","USA",106100
2024,"Business Intelligence","Business Intelligence Analyst","Entry","Full-time","In-Person","M","Americas","United States","USA",70700
2024,"Business Intelligence","Business Intelligence Engineer","Senior","Full-time","Remote","M","Americas","United States","USA",108500
2024,"Business Intelligence","Business Intelligence Engineer","Senior","Full-time","Remote","M","Americas","United States","USA",78800
2024,"Data Analysis","Data Analyst","Senior","Full-time","In-Person","M","Americas","United States","USA",133000
2024,"Data Analysis","Data Analyst","Senior","Full-time","In-Person","M","Americas","United States","USA",106000
2024,"Data Analysis","Data Analyst","Entry","Full-time","In-Person","M","Americas","United States","USA",151500
2024,"Data Analysis","Data Analyst","Entry","Full-time","In-Person","M","Americas","United States","USA",79000
2024,"Data Analysis","Data Analytics Lead","Senior","Full-time","In-Person","M","Americas","United States","USA",220000
2024,"Data Analysis","Data Analytics Lead","Senior","Full-time","In-Person","M","Americas","United States","USA",96600
2024,"Data Analysis","Data Analyst","Entry","Full-time","In-Person","M","Americas","United States","USA",137000
2024,"Data Analysis","Data Analyst","Entry","Full-time","In-Person","M","Americas","United States","USA",60400
2024,"Data Science","Research Scientist","Senior","Full-time","Remote","M","Americas","United States","USA",128000
2024,"Data Science","Research Scientist","Senior","Full-time","Remote","M","Americas","United States","USA",93000
2024,"Data Science","Research Scientist","Mid","Full-time","In-Person","M","Americas","United States","USA",266875
2024,"Data Science","Research Scientist","Mid","Full-time","In-Person","M","Americas","United States","USA",128250
2024,"Data Science","Data Scientist","Mid","Full-time","Remote","M","Americas","United States","USA",128000
2024,"Data Science","Data Scientist","Mid","Full-time","Remote","M","Americas","United States","USA",64000
2024,"Data Science","Data Scientist","Mid","Full-time","In-Person","M","Americas","United States","USA",216600
2024,"Data Science","Data Scientist","Mid","Full-time","In-Person","M","Americas","United States","USA",144400
2024,"Data Science","Data Scientist","Mid","Full-time","In-Person","M","Americas","United States","USA",163700
2024,"Data Science","Data Scientist","Mid","Full-time","In-Person","M","Americas","United States","USA",109100
2024,"Data Science","Data Scientist","Mid","Full-time","Remote","M","Americas","United States","USA",172000
2024,"Data Science","Data Scientist","Mid","Full-time","Remote","M","Americas","United States","USA",75600
2024,"Data Science","Data Scientist","Entry","Full-time","In-Person","M","Americas","United States","USA",137000
2024,"Data Science","Data Scientist","Entry","Full-time","In-Person","M","Americas","United States","USA",60400
2024,"Data Engineering","Data Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",137000
2024,"Data Engineering","Data Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",60400
2024,"Data Engineering","Data Engineer","Executive","Full-time","In-Person","M","Americas","United States","USA",165000
2024,"Data Engineering","Data Engineer","Executive","Full-time","In-Person","M","Americas","United States","USA",145000
2024,"Data Science","Applied Scientist","Mid","Full-time","Remote","M","Americas","United States","USA",211600
2024,"Data Science","Applied Scientist","Mid","Full-time","Remote","M","Americas","United States","USA",132400
2024,"Machine Learning","Machine Learning Engineer","Mid","Full-time","In-Person","M","Americas","Canada","CAN",180000
2024,"Machine Learning","Machine Learning Engineer","Mid","Full-time","In-Person","M","Americas","Canada","CAN",120000
2024,"Machine Learning","Machine Learning Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",333000
2024,"Machine Learning","Machine Learning Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",189000
2024,"Machine Learning","Machine Learning Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",240000
2024,"Machine Learning","Machine Learning Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",136800
2024,"Machine Learning","Machine Learning Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",220000
2024,"Machine Learning","Machine Learning Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",96600
2024,"Data Science","Data Scientist","Senior","Full-time","In-Person","M","Europe","United Kingdom","GBR",43750
2024,"Data Science","Data Scientist","Senior","Full-time","In-Person","M","Europe","United Kingdom","GBR",43750
2024,"Data Engineering","Data Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",137000
2024,"Data Engineering","Data Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",60400
2024,"Data Engineering","Data Engineer","Senior","Full-time","Remote","M","Americas","United States","USA",169000
2024,"Data Engineering","Data Engineer","Senior","Full-time","Remote","M","Americas","United States","USA",150000
2024,"Data Engineering","Data Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",218500
2024,"Data Engineering","Data Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",161500
2024,"Data Engineering","Data Engineer","Senior","Full-time","Remote","M","Americas","United States","USA",180000
2024,"Data Engineering","Data Engineer","Senior","Full-time","Remote","M","Americas","United States","USA",140000
2024,"Data Engineering","Data Engineer","Senior","Full-time","Remote","M","Americas","United States","USA",241393
2024,"Data Engineering","Data Engineer","Senior","Full-time","Remote","M","Americas","United States","USA",160943
2024,"Data Engineering","Data Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",225000
2024,"Data Engineering","Data Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",150000
2024,"Data Engineering","Data Engineer","Senior","Full-time","Remote","M","Americas","United States","USA",190000
2024,"Data Engineering","Data Engineer","Senior","Full-time","Remote","M","Americas","United States","USA",140000
2024,"Data Engineering","Data Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",240000
2024,"Data Engineering","Data Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",180000
2024,"Machine Learning","Machine Learning Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",200000
2024,"Machine Learning","Machine Learning Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",140000
2024,"Data Science","Data Scientist","Senior","Full-time","Remote","M","Americas","United States","USA",195000
2024,"Data Science","Data Scientist","Senior","Full-time","Remote","M","Americas","United States","USA",95000
2024,"Data Science","Data Scientist","Senior","Full-time","Remote","M","Americas","United States","USA",110000
2024,"Data Science","Data Scientist","Senior","Full-time","Remote","M","Americas","United States","USA",90000
2024,"Data Science","Data Scientist","Mid","Full-time","In-Person","M","Americas","United States","USA",192386
2024,"Data Science","Data Scientist","Mid","Full-time","In-Person","M","Americas","United States","USA",135000
2024,"Data Science","Data Scientist","Senior","Full-time","In-Person","M","Americas","United States","USA",257600
2024,"Data Science","Data Scientist","Senior","Full-time","In-Person","M","Americas","United States","USA",146000
2024,"Data Science","Data Scientist","Senior","Full-time","Remote","M","Americas","United States","USA",190000
2024,"Data Science","Data Scientist","Senior","Full-time","Remote","M","Americas","United States","USA",150000
2024,"Data Science","Data Scientist","Mid","Full-time","In-Person","M","Americas","United States","USA",110000
2024,"Data Science","Data Scientist","Mid","Full-time","In-Person","M","Americas","United States","USA",70000
2024,"Data Science","Data Scientist","Mid","Full-time","In-Person","M","Americas","United States","USA",259000
2024,"Data Science","Data Scientist","Mid","Full-time","In-Person","M","Americas","United States","USA",174000
2024,"Data Science","Data Scientist","Senior","Full-time","In-Person","M","Americas","United States","USA",137500
2024,"Data Science","Data Scientist","Senior","Full-time","In-Person","M","Americas","United States","USA",81500
2024,"Data Analysis","Data Analyst","Senior","Full-time","Remote","M","Americas","United States","USA",191000
2024,"Data Analysis","Data Analyst","Senior","Full-time","Remote","M","Americas","United States","USA",162350
2024,"Data Analysis","Data Analyst","Entry","Full-time","In-Person","M","Americas","United States","USA",46000
2024,"Data Analysis","Data Analyst","Entry","Full-time","In-Person","M","Americas","United States","USA",44000
2024,"Data Analysis","Data Analyst","Entry","Full-time","In-Person","M","Americas","United States","USA",46000
2024,"Data Analysis","Data Analyst","Entry","Full-time","In-Person","M","Americas","United States","USA",44000
2024,"Business Intelligence","Business Intelligence Manager","Senior","Full-time","Remote","M","Americas","United States","USA",220500
2024,"Business Intelligence","Business Intelligence Manager","Senior","Full-time","Remote","M","Americas","United States","USA",160500
2024,"Business Intelligence","Business Intelligence Manager","Senior","Full-time","Remote","M","Americas","United States","USA",220500
2024,"Business Intelligence","Business Intelligence Manager","Senior","Full-time","Remote","M","Americas","United States","USA",160500
2024,"Business Intelligence","Business Intelligence Engineer","Mid","Full-time","In-Person","L","Americas","United States","USA",185000
2024,"Business Intelligence","Business Intelligence Engineer","Mid","Full-time","In-Person","L","Americas","United States","USA",89600
2024,"Data Engineering","Data Architect","Mid","Full-time","In-Person","M","Americas","United States","USA",179000
2024,"Data Engineering","Data Architect","Mid","Full-time","In-Person","M","Americas","United States","USA",106500
2024,"Data Engineering","Analytics Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",225000
2024,"Data Engineering","Analytics Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",150000
2024,"Data Engineering","Analytics Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",165000
2024,"Data Engineering","Analytics Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",140000
2024,"Data Engineering","Data Product Manager","Mid","Full-time","In-Person","M","Americas","United States","USA",225000
2024,"Data Engineering","Data Product Manager","Mid","Full-time","In-Person","M","Americas","United States","USA",150000
2024,"Data Engineering","Data Product Manager","Mid","Full-time","In-Person","M","Americas","United States","USA",160000
2024,"Data Engineering","Data Product Manager","Mid","Full-time","In-Person","M","Americas","United States","USA",135000
2024,"Data Science","Applied Scientist","Senior","Full-time","In-Person","L","Americas","United States","USA",212800
2024,"Data Science","Applied Scientist","Senior","Full-time","In-Person","L","Americas","United States","USA",129400
2024,"Data Science","Applied Scientist","Mid","Full-time","In-Person","L","Americas","United States","USA",222200
2024,"Data Science","Applied Scientist","Mid","Full-time","In-Person","L","Americas","United States","USA",136000
2024,"Data Analysis","Admin & Data Analyst","Entry","Full-time","In-Person","L","Africa","Algeria","DZA",100000
2024,"Data Engineering","Data Product Owner","Mid","Full-time","In-Person","M","Americas","United States","USA",75000
2024,"Data Engineering","Data Product Owner","Mid","Full-time","In-Person","M","Americas","United States","USA",52500
2024,"Data Science","Decision Scientist","Senior","Full-time","In-Person","M","Americas","United States","USA",206000
2024,"Data Science","Decision Scientist","Senior","Full-time","In-Person","M","Americas","United States","USA",97335
2024,"Data Science","Research Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",240240
2024,"Data Science","Research Engineer","Mid","Full-time","In-Person","M","Americas","United States","USA",214032
2024,"Data Science","Research Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",138000
2024,"Data Science","Research Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",86000
2024,"Business Intelligence","Business Intelligence Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",188800
2024,"Business Intelligence","Business Intelligence Engineer","Senior","Full-time","In-Person","M","Americas","United States","USA",105700
2024,"Data Engineering","Data Manager","Mid","Full-time","In-Person","M","Americas","Canada","CAN",72000
2024,"Data Engineering","Data Manager","Mid","Full-time","In-Person","M","Americas","Canada","CAN",50000
2024,"Data Engineering","Data Management Specialist","Mid","Full-time","In-Person","M","Americas","United States","USA",120000
2024,"Data Engineering","Data Management Specialist","Mid","Full-time","In-Person","M","Americas","United States","USA",100000
2024,"Business Intelligence","BI Developer","Senior","Full-time","In-Person","M","Americas","United States","USA",247200
2024,"Business Intelligence","BI Developer","Senior","Full-time","In-Person","M","Americas","United States","USA",124373
2024,"Data Analysis","Data Analytics Lead","Senior","Full-time","In-Person","M","Americas","United States","USA",176000
2024,"Data Analysis","Data Analytics Lead","Senior","Full-time","In-Person","M","Americas","United States","USA",124000
